schema_version,run_id,cell_id,formula_id,formula_family,monitor_id,monitor_name,architecture,construction,backend,requested_device,effective_device,workload_mode,timing_boundary,boundary_detail,trace_profile,trace_seed,repetition,trace_length,batch_size,early_termination,warmup_iterations,measurement_blocks,inner_iterations,status,median_duration_s_per_batch,p95_duration_s_per_batch,median_duration_s_per_trace,median_duration_s_per_cell,throughput_traces_s,throughput_cells_s,offered_traces,offered_cells,processed_traces,processed_cells,processed_cell_fraction,semantic_decision_indices_json,strata_counts_json,timing_samples_json,persistent_tensor_bytes,persistent_host_rss_delta_bytes,peak_runtime_host_rss_bytes,peak_runtime_gpu_allocated_bytes,peak_runtime_gpu_reserved_bytes,warnings_json,failure_reason
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r1::l64::b128,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,2411,1,64,128,False,2,7,4,success,0.01147035599933588,0.011945947700314718,8.961215624481156e-05,1.4001899413251806e-06,11159.200290506333,714188.8185924053,128,8192,128,8192,1.0,"[0, 0, 0, 3, 1, 0, 0, 0, 4, 0, 1, 0, 1, 8, 0, 1, 1, 4, 4, 1, 0, 2, 0, 1, 2, 0, 7, 5, 0, 0, 2, 0, 0, 0, 2, 0, 3, 3, 0, 0, 2, 2, 0, 1, 0, 0, 1, 1, 0, 3, 0, 2, 1, 0, 1, 3, 1, 0, 2, 1, 2, 0, 0, 4, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 1, 2, 0, 5, 0, 3, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 5, 3, 4, 0, 1, 2, 1, 0, 5, 2, 0, 0, 0, 1, 1, 1, 7, 2, 1, 2, 0, 0, 0, 0, 0, 1, 4, 0]","{""uniform_bernoulli_p0.5"": 128}","[0.011458368249805062, 0.01159467700017558, 0.01207617050022236, 0.01147035599933588, 0.01164209450053022, 0.011357502749888226, 0.01133423400005995]",704,4878336,456794112,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r2::l64::b1,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,1,False,2,7,12,success,0.004206406499785468,0.004355181633278941,0.004206406499785468,6.572510155914794e-05,237.7326109711463,15214.887102153363,1,64,1,64,1.0,[1],"{""uniform_bernoulli_p0.5"": 1}","[0.0041718036666983, 0.004200495333255579, 0.004416794583145626, 0.004211418083590009, 0.004191778166690104, 0.004210561499955172, 0.004206406499785468]",704,4882432,456544256,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r2::l64::b32,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,32,False,2,7,10,success,0.006013925799925346,0.006454495589969155,0.00018793518124766707,2.936487206994798e-06,5320.983508043487,340542.94451478316,32,2048,32,2048,1.0,"[2, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 4, 0, 0, 1, 1, 0, 2, 0, 1, 4, 0, 0, 0, 0, 0, 2, 0, 3, 0, 1, 0]","{""uniform_bernoulli_p0.5"": 32}","[0.005954479299907689, 0.006147165699803736, 0.005932406800275203, 0.006021553599930484, 0.005975390399908065, 0.006013925799925346, 0.00658620840004005]",704,4882432,456544256,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r2::l64::b128,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,128,False,2,7,4,success,0.011292872250123764,0.012301574350112787,8.822556445409191e-05,1.378524444595186e-06,11334.583192384664,725413.3243126185,128,8192,128,8192,1.0,"[3, 0, 3, 2, 0, 0, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 1, 0, 1, 3, 5, 0, 0, 3, 3, 2, 0, 0, 1, 0, 4, 0, 3, 2, 5, 0, 2, 1, 0, 0, 5, 0, 2, 0, 3, 1, 0, 0, 0, 6, 0, 0, 1, 0, 1, 0, 5, 4, 1, 3, 0, 1, 1, 2, 0, 8, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 4, 2, 2, 2, 0, 2, 1, 0, 1, 0, 2, 0, 0, 0, 3, 0, 1, 3, 0, 0, 2, 1, 2, 2, 1, 4, 8, 0, 0, 3, 2, 1, 6, 1, 0, 4, 1]","{""uniform_bernoulli_p0.5"": 128}","[0.011139621749862272, 0.011292872250123764, 0.01176595324977825, 0.012489842500144732, 0.011862282000038249, 0.011278403750111465, 0.011273546750089736]",704,4882432,456544256,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r3::l64::b1,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,1,False,2,7,12,success,0.004324741333221027,0.004413079674911084,0.004324741333221027,6.757408333157855e-05,231.2277019479473,14798.572924668628,1,64,1,64,1.0,[1],"{""uniform_bernoulli_p0.5"": 1}","[0.00425706575000125, 0.004422893249890573, 0.004324741333221027, 0.004298564583526361, 0.004237939083092594, 0.004390181333292276, 0.004336500333617248]",704,4825088,456777728,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r3::l64::b32,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,32,False,2,7,10,success,0.006090587500148103,0.006850574439995398,0.00019033085937962823,2.973919677806691e-06,5254.008746975865,336256.55980645533,32,2048,32,2048,1.0,"[1, 2, 0, 1, 0, 1, 1, 2, 0, 2, 1, 0, 2, 0, 1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1]","{""uniform_bernoulli_p0.5"": 32}","[0.006037160299820243, 0.006012665299931541, 0.005993809799838346, 0.006090587500148103, 0.006115094699998736, 0.006174315499811201, 0.00714039970007434]",704,4825088,456777728,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r3::l64::b128,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,128,False,2,7,4,success,0.011265410249507113,0.01182573247488108,8.801101757427432e-05,1.3751721495980362e-06,11362.213817787975,727181.6843384304,128,8192,128,8192,1.0,"[2, 1, 0, 1, 0, 5, 2, 0, 5, 4, 1, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 3, 4, 2, 0, 3, 4, 2, 4, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 0, 2, 0, 0, 5, 0, 2, 0, 6, 0, 4, 0, 0, 0, 3, 1, 0, 0, 3, 7, 2, 3, 0, 2, 0, 0, 0, 0, 1, 1, 4, 3, 0, 4, 0, 0, 0, 0, 0, 7, 0, 0, 1, 4, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 2, 1, 0, 1, 0, 4]","{""uniform_bernoulli_p0.5"": 128}","[0.011429483999563672, 0.011134381249576109, 0.011238483500164875, 0.011197459249160602, 0.011306934250569611, 0.01199555325001711, 0.011265410249507113]",704,4825088,456777728,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r4::l64::b1,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,5741,4,64,1,False,2,7,14,success,0.004292222428505609,0.004422512185608087,0.004292222428505609,6.706597544540014e-05,232.97953837591837,14910.690456058775,1,64,1,64,1.0,[0],"{""uniform_bernoulli_p0.5"": 1}","[0.004439746285632802, 0.004378904000207383, 0.0043822992855504185, 0.0042341718570761645, 0.004232486999951236, 0.004220641857110812, 0.004292222428505609]",704,4825088,456597504,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r4::l64::b32,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,5741,4,64,32,False,2,7,10,success,0.0059787394999148095,0.006684080420091049,0.0001868356093723378,2.919306396442778e-06,5352.298758033523,342547.12051414547,32,2048,32,2048,1.0,"[4, 4, 0, 0, 1, 5, 2, 0, 7, 0, 0, 1, 1, 0, 0, 2, 0, 3, 0, 2, 0, 1, 0, 3, 1, 6, 0, 3, 1, 1, 0, 1]","{""uniform_bernoulli_p0.5"": 32}","[0.005900158599979477, 0.0059787394999148095, 0.006945938900025794, 0.005942480800149497, 0.0060730773002433125, 0.006009836600060226, 0.005923861599876545]",704,4825088,456597504,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::rulerunner_progression_flat::r4::l64::b128,ijcnn_balanced_n4,ijcnn,rulerunner_progression_flat,ProgressionRuleRunnerMonitor,rulerunner,progression,flat_cilp,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,5741,4,64,128,False,2,7,4,success,0.011173140500432055,0.011626021750271321,8.729016015962543e-05,1.3639087524941473e-06,11456.044967397514,733186.8779134409,128,8192,128,8192,1.0,"[2, 5, 0, 2, 3, 0, 2, 0, 1, 0, 1, 0, 0, 0, 6, 0, 1, 0, 1, 2, 0, 3, 3, 0, 0, 1, 0, 1, 1, 2, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 2, 1, 3, 1, 0, 1, 1, 0, 1, 0, 2, 3, 1, 0, 2, 0, 0, 1, 0, 0, 2, 0, 2, 3, 2, 0, 0, 3, 0, 3, 3, 0, 0, 1, 3, 2, 0, 0, 1, 1, 1, 1, 0, 1, 2, 3, 0, 6, 3, 0, 0, 1, 3, 1, 2, 0, 0, 1, 1, 0, 6, 0, 0, 1, 4, 1, 2, 0, 0, 3, 0, 0, 4, 2, 0, 0, 0, 3]","{""uniform_bernoulli_p0.5"": 128}","[0.011517077499775041, 0.011579088500184298, 0.011646136000308616, 0.011173140500432055, 0.011085578249549144, 0.011172130750310316, 0.01103858050009876]",704,4825088,456597504,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r0::l64::b1,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,1301,0,64,1,False,2,7,44,success,0.001252103772706257,0.0014067830022792226,0.001252103772706257,1.9564121448535264e-05,798.6558477007318,51113.974252846834,1,64,1,64,1.0,[0],"{""uniform_bernoulli_p0.5"": 1}","[0.0011885207954533557, 0.0014022129091079644, 0.0013635349317734256, 0.0014087416136383333, 0.0011890207499825258, 0.001252103772706257, 0.0012185999999432665]",280,5042176,452890624,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r0::l64::b32,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,1301,0,64,32,False,2,7,16,success,0.0035270243124614353,0.0035855458500236637,0.00011021950976441985,1.7221798400690602e-06,9072.803917721758,580659.4507341925,32,2048,32,2048,1.0,"[1, 2, 1, 1, 0, 1, 0, 0, 7, 0, 7, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 3, 5, 0, 1, 1, 0, 2, 3, 3, 2, 4]","{""uniform_bernoulli_p0.5"": 32}","[0.0035847046249273262, 0.0035270243124614353, 0.003468582999857972, 0.0034967282499565044, 0.003460739312458827, 0.003585906375064951, 0.003577029374810081]",280,5042176,452890624,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r0::l64::b128,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,1301,0,64,128,False,2,7,4,success,0.01025504425069812,0.010936484325156925,8.011753320857906e-05,1.2518364563840478e-06,12481.662377155155,798826.3921379299,128,8192,128,8192,1.0,"[3, 1, 9, 1, 3, 2, 1, 0, 2, 6, 0, 4, 7, 2, 3, 0, 3, 2, 0, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 4, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 1, 2, 0, 1, 7, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 3, 0, 1, 7, 1, 2, 0, 1, 0, 1, 0, 2, 1, 3, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 2, 2, 0, 0, 3, 0, 2, 0, 2, 0, 0, 4, 4, 0, 1, 0, 0, 0, 2, 2, 2, 2, 1, 2, 4, 3, 0, 1, 0]","{""uniform_bernoulli_p0.5"": 128}","[0.010547857249548542, 0.01107542325007671, 0.01025504425069812, 0.01011047499923734, 0.01001293475019338, 0.010612293500344094, 0.00998050699945452]",280,5042176,452890624,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r1::l64::b1,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,2411,1,64,1,False,2,7,25,success,0.001224169999914011,0.0014590635439526523,0.001224169999914011,1.912765624865642e-05,816.8800085529319,52280.320547387644,1,64,1,64,1.0,[2],"{""uniform_bernoulli_p0.5"": 1}","[0.001224169999914011, 0.001191454479994718, 0.0011939670800347813, 0.0014811379999446217, 0.001202163239941001, 0.001276089760067407, 0.0014075564799713902]",280,5038080,453124096,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r1::l64::b32,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,2411,1,64,32,False,2,7,14,success,0.003427754357159886,0.0035900410570580527,0.00010711732366124644,1.6737081822069757e-06,9335.558113479885,597475.7192627126,32,2048,32,2048,1.0,"[0, 0, 0, 1, 5, 0, 0, 4, 3, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 1, 0, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 7]","{""uniform_bernoulli_p0.5"": 32}","[0.003427754357159886, 0.003632053785622702, 0.003404738142957545, 0.003396142071453921, 0.0034920113570738715, 0.0034017866429556826, 0.0034430212856802556]",280,5038080,453124096,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r1::l64::b128,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,2411,1,64,128,False,2,7,6,success,0.010046516166767105,0.010232831566463573,7.848840755286801e-05,1.2263813680135627e-06,12740.734984671752,815407.0390189921,128,8192,128,8192,1.0,"[0, 0, 0, 3, 1, 0, 0, 0, 4, 0, 1, 0, 1, 8, 0, 1, 1, 4, 4, 1, 0, 2, 0, 1, 2, 0, 7, 5, 0, 0, 2, 0, 0, 0, 2, 0, 3, 3, 0, 0, 2, 2, 0, 1, 0, 0, 1, 1, 0, 3, 0, 2, 1, 0, 1, 3, 1, 0, 2, 1, 2, 0, 0, 4, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 1, 2, 0, 5, 0, 3, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 5, 3, 4, 0, 1, 2, 1, 0, 5, 2, 0, 0, 0, 1, 1, 1, 7, 2, 1, 2, 0, 0, 0, 0, 0, 1, 4, 0]","{""uniform_bernoulli_p0.5"": 128}","[0.010168321667151758, 0.009990502166450218, 0.010068465999817514, 0.01001674983308476, 0.010046516166767105, 0.01004208083334864, 0.010260478666168638]",280,5038080,453124096,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r2::l64::b1,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,1,False,2,7,48,success,0.0012228615000064262,0.0012896989166468603,0.0012228615000064262,1.910721093760041e-05,817.7540956148713,52336.26211935176,1,64,1,64,1.0,[1],"{""uniform_bernoulli_p0.5"": 1}","[0.0012187293958353014, 0.001174071833323372, 0.0011626141249507782, 0.0012228615000064262, 0.0012647942291247698, 0.001300372354156328, 0.0012592681666774297]",280,5156864,452882432,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r2::l64::b32,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,32,False,2,7,8,success,0.0035242570002083085,0.0036357253875848984,0.00011013303125650964,1.7208286133829631e-06,9079.928052383402,581115.3953525377,32,2048,32,2048,1.0,"[2, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 4, 0, 0, 1, 1, 0, 2, 0, 1, 4, 0, 0, 0, 0, 0, 2, 0, 3, 0, 1, 0]","{""uniform_bernoulli_p0.5"": 32}","[0.0035242570002083085, 0.003423538874812948, 0.003649077375030174, 0.003604570750212588, 0.003510955749788991, 0.003506994250074058, 0.003601779124892346]",280,5156864,452882432,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r2::l64::b128,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,3527,2,64,128,False,2,7,4,success,0.010456482249537657,0.010524361624993617,8.169126757451295e-05,1.2764260558517648e-06,12241.210470725911,783437.4701264583,128,8192,128,8192,1.0,"[3, 0, 3, 2, 0, 0, 1, 2, 1, 2, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 1, 0, 1, 3, 5, 0, 0, 3, 3, 2, 0, 0, 1, 0, 4, 0, 3, 2, 5, 0, 2, 1, 0, 0, 5, 0, 2, 0, 3, 1, 0, 0, 0, 6, 0, 0, 1, 0, 1, 0, 5, 4, 1, 3, 0, 1, 1, 2, 0, 8, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 4, 2, 2, 2, 0, 2, 1, 0, 1, 0, 2, 0, 0, 0, 3, 0, 1, 3, 0, 0, 2, 1, 2, 2, 1, 4, 8, 0, 0, 3, 2, 1, 6, 1, 0, 4, 1]","{""uniform_bernoulli_p0.5"": 128}","[0.010058684499199444, 0.010539852500187408, 0.010456482249537657, 0.010364030999880924, 0.010404370749711234, 0.01047539225055516, 0.010488216249541438]",280,5156864,452882432,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r3::l64::b1,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,1,False,2,7,50,success,0.0012301693600602448,0.0012557134239759762,0.0012301693600602448,1.9221396250941325e-05,812.8962015043419,52025.35689627788,1,64,1,64,1.0,[1],"{""uniform_bernoulli_p0.5"": 1}","[0.0012391734599805204, 0.0012026506999973207, 0.0012301693600602448, 0.0012628019799740286, 0.00120466052001575, 0.0012339616799727081, 0.001170087999998941]",280,5087232,453132288,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r3::l64::b32,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,32,False,2,7,16,success,0.0034158013124852005,0.0035652523561793712,0.00010674379101516251,1.6678717346119143e-06,9368.226390403861,599566.4889858471,32,2048,32,2048,1.0,"[1, 2, 0, 1, 0, 1, 1, 2, 0, 2, 1, 0, 2, 0, 1, 1, 3, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1]","{""uniform_bernoulli_p0.5"": 32}","[0.003464661437419636, 0.0033807653751409816, 0.0034982850625056017, 0.0034158013124852005, 0.003398462062477847, 0.0033996140000454034, 0.0035939526248967013]",280,5087232,453132288,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r3::l64::b128,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,4637,3,64,128,False,2,7,3,success,0.01017293166781504,0.011343921466565612,7.9476028654805e-05,1.2418129477313282e-06,12582.4102805059,805274.2579523775,128,8192,128,8192,1.0,"[2, 1, 0, 1, 0, 5, 2, 0, 5, 4, 1, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 3, 4, 2, 0, 3, 4, 2, 4, 2, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 2, 0, 2, 0, 0, 5, 0, 2, 0, 6, 0, 4, 0, 0, 0, 3, 1, 0, 0, 3, 7, 2, 3, 0, 2, 0, 0, 0, 0, 1, 1, 4, 3, 0, 4, 0, 0, 0, 0, 0, 7, 0, 0, 1, 4, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 2, 1, 0, 1, 0, 4]","{""uniform_bernoulli_p0.5"": 128}","[0.009904853333864594, 0.01056287966639502, 0.011381717666760474, 0.011255730332777603, 0.010081601999748576, 0.01017293166781504, 0.009956621333306733]",280,5087232,453132288,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r4::l64::b1,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,5741,4,64,1,False,2,7,36,success,0.0013706597499347278,0.0014734035527706308,0.0013706597499347278,2.1416558592730122e-05,729.5756660598088,46692.84262782776,1,64,1,64,1.0,[0],"{""uniform_bernoulli_p0.5"": 1}","[0.0013706597499347278, 0.0014200241943803525, 0.0014878987777693612, 0.0014395813611069268, 0.0011912251110415026, 0.0012672207222850476, 0.0012153385832789354]",280,5083136,453083136,,,[],
rq4.v1,16cd3445-7fa4-4c7d-bf2a-a1283d6c01eb,capacity_core_native::ijcnn_balanced_n4::deepdfa_dense::r4::l64::b32,ijcnn_balanced_n4,ijcnn,deepdfa_dense,DeepDFAMonitorDense,deepdfa,fixed_dfa,dense,cpu,cpu,capacity,core_native,predecoded native Observation mappings -> public monitor API; backend-owned tensorization and device transfer remain included,uniform_bernoulli_p0.5,5741,4,64,32,False,2,7,16,success,0.003543160750041352,0.0037021202687128607,0.00011072377343879225,1.730058959981129e-06,9031.484106281809,578014.9828020358,32,2048,32,2048,1.0,"[4, 4, 0, 0, 1, 5, 2, 0, 7, 0, 0, 1, 1, 0, 0, 2, 0, 3, 0, 2, 0, 1, 0, 3, 1, 6, 0, 3, 1, 1, 0, 1]","{""uniform_bernoulli_p0.5"": 32}","[0.0034525831874816504, 0.003561384874956275, 0.0035490117500103224, 0.0034740210001018568, 0.003762435437465683, 0.003543160750041352, 0.0034180273751189816]",280,5083136,453083136,,,[],
